text,label
"😢😮Adakke mahanubhavaru heliddu,tata bye bye khatam anta.😮😢",0
ಒಹೋ ಮಹಾಪ್ರಭು.. ಎಂಥಾ ವಿಷ್ಯ ಹೆಲ್ಬಿಟ್ರಿ.. ಅಯ್ಯೊ goobe that's understood..,1
"ಒಬ್ಬಬ್ಬಾ ಹಿಂದೂ ಅಂತ ಯಾಕೆ ಹೇಳ್ತೀರಿ ಅಮಾಯಕರ ಬಡ ಹಿಂದೂ ಮಕ್ಕಳ ಜೀವ ಜೀವನ ವನ್ನು ಯಾಕೆ ಹಾಳು ಮಾಡುತ್ತೀರಾ ನೀವು ಒಬ್ಬರೆ ಹೋಗಿ ಹೋರಾಟ ಮಾಡಿ , ನೀವು ಸಿಂಹ ಅಲ್ಲವೇ ,",0
ಮನುಷ್ಯ ಜಾತಿಗೆ ಇರೋ ಬೆಲೆ ಯಾವ ಜಾತಿಗೂ ಇಲ್ಲ ಮನುಷ್ಯ ಜಾತಿ ಒಂದೇ ಶ್ರೇಷ್ಠ,0
ಹೌದು ನೀನು ಹೇಳುವುದು ಕರೆಕ್ಟ್ ಪೆಟ್ರೋಲ್ ಬಾಂಬ್ ಕಲ್ಲು ಹೋಗಿಯೋದು  ಅವರ್ನ ಎನ್ಕೌಂಟರ್  ಮಾಡಬೇಕು ಮತ್ತು ಮುಸ್ಲಿಂ ಬಗ್ಗೆ ಬೈತಾರ್ಲಾ ಅದೇ ತ** ಮುಕುಳಿ ತುನ್ನಿ ಇವು ಯಾವುವು ಅವರು ಅಮ್ಮಂದಿರಿಗೆ  ಇರುವುದಿಲ್ಲ ಇವರನ್ನು ಎನ್ಕೌಂಟು ಮಾಡ್ರಿ   ಇನ್ನ ಕೆಲವೊಂದು ರಾಜಕಾರಣಿ ಒಳಗ ಆಧಾರ್ ಟಿಪ್ಪುಂದು ಹೆಲ್ತ್ ತಿಂದ ಭಾಷಣ ಮಾಡೋದು ಚಪ್ಪಲಿ   ಹೇಲ್ ಹಚ್ಚಿ ಹೊಡಿಯಬೇಕು   ಯಾಕೆ ಗಂಡಸ್ತನಲ್ಲೇನು ಅಂಬೇಡ್ಕರ್ ಅವರಿಗೆ ಎಷ್ಟೊಂದ ಅನ್ಯಾಯ  ಮಾಡಿದ್ದಾರೆ ಸಂಗೊಳ್ಳಿ ರಾಯಣ್ಣ ಹಿಡಿದು ಕೊಟ್ರಲ್ಲ ಕಿತ್ತೂರಾಣಿ ಚೆನ್ನಮ್ಮ ಇನೋ ಅನೇಕ  ಮಹಾನ್ ವ್ಯಕ್ತಿಗಳಾದರು ಅವರ ಬಗ್ಗೆ ಭಾಷಣ ಯಾಕ್ ಮಾಡುವುದಿಲ್ಲ ನೀವು  ಇವರ ಬಗ್ಗೆ ಭಾಷಣ ಮಾಡಿದ್ರು ನಿಮಗೆ ವೋಟಿಂಗ್  ಬೀಳಂಗಿಲ್ಲ ಅದಕ್ಕೆ ಹಿಂದೂ ಮುಸ್ಲಿಂ ಜಗಳ  ಹಚ್ಚಿಬಿಡುವುದು,1
Yallaru nidaanavagi maathadi. Ige kugadodrinda yenagitte yochanemadi. 👍🏻,0
"ಕಾಂಗ್ರೆಸ್ ಜನರೇ ಈಗಲಾದರೂ ಬದಲಾಗಿ ನಾವು ಹಿಂದೂಗಳು, ನಮ್ಮ ದೇಶ ಉಳಿಸಲು ನಮ್ಮ ಸಂಸ್ಕೃತಿ ಬೆಳೆಸಲು.",0
 @sudhira26488  ಇಂತವು ಓವೈಸಿಯಂಥವರಿಗೆ ವಿಶ್ವಮನವರಾಗಿ  ಎಂದು ಉಪದೇಶಿಸುವುದಿಲ್ಲ. ದೇಶ ಭಕ್ತರಿಗೆ ಮಾತ್ರ ಉಪದೇಶಿಸುತ್ತವೆ.,0
🔥🔥🔥👌👌👌super amar sir namma desadalli ondejati erabeku adu manusya jati,0
ಬರೆ ಕೆಲಸಗಾರ ಮಾತಾಡಬಾರದು ಮಾತಿನಂಗು ಹೋಗಬೇಕು,0
ಒಹೋ ಮಹಾಪ್ರಭು.. ಎಂಥಾ ವಿಷ್ಯ ಹೆಲ್ಬಿಟ್ರಿ.. ಅಯ್ಯೊ goobe that's understood..,1
ಸೂಲಿಮಗನೇ ಸೂಲಿಬೆಲೆ,1
ಜನಗಳ ತಲೆಯಲ್ಲಿ ಬರೀ ಕೋಮು ಗಲಭೆ ಸೃಷ್ಟಿಸೋದೆ ನಿಮ್ಮ ಬ್ಲೂಜೆಪಿಯ ಪ್ರಧಾನ ಕಾರ್ಯ 😂😂😂😂😂😂😅😅😂😂😅,1
Politics change agbeku sir,0
ವಕ್ಫ್ ಬೋರ್ಡ್ ಅನ್ನೋ ಪೀಡೆ ಇರಬಾರದು,1
ISISI SDPI PFI CFI ಅಲ್ ಖೈದಾ ಇಂಡಿಯನ್ ಮುಜಾಹಿದ್ದೀನ್ ಸೂಳೆ ಮಕ್ಕಳಿಗೆ ಉರಿ ಯಾಕೆ,1
ಭವ್ಯ ಅವರಗೆ ಮುಸ್ಲಿಂ ಭಯೋತ್ಪಾದಕ ಲಲಿಪಾಪ್ ಇಷ್ಟ ಅನ್ಸುತ್ತೆ,1
Brother edu first government kegibeku school nalle kellutare nin caste yavdu anta alli kellilla Andre edu 70% cut agtad,0
Home minister alla ava luccha nan maga ava,1
ಏನ್ ಹೇಳಿದ್ರು ನಮ್ ಹಿಂದೂಗಳೂ ಬುದ್ಧಿ ಕಲಿಯಲ್ಲ,0
ಮೂಲ ದರೋಡೆ ಕೊರರೇ ಮುಸ್ಲಿಂಮರು ಎಲ್ಲಿಂದಲೋ ಬಂದು ಲೂಟಿಮಾಡುಕೊಂಡು ಈಗಲೂ ಲೂಟಿಮಾಡುತ್ತಿರುವವರು ಎಲ್ಲಾ ಅನೈತಿಕಚಟುವಟಿಕೆಗಳಲ್ಲಿ ಈಗಲೂಮುಂಣಿ ಯಲ್ಲಿರುವವರು,1
ಹಳ್ಳಳ್ಳಿಲ್ಲೋ ಹಿಂದು ಗ್ರೂಪ್ ಮಾಡಬೇಕು ಸರ್,0
ಮೊದಲು ನಾವು ಸರ್ಕಾರದ 'ಶಾಲೆಯ ದಾಖಲೆಗಳಲ್ಲಿ ಮಕ್ಕಳ ಜಾತಿಯನ್ನು ನಮೂದಿಸಬಾರದೆಂದು ನನ ಅಭಿ ಪ್ರಾಯ,0
ಸರಿಯಾದ ಮಾತು,0
Ayyappa male hakondu school GE barthare adanna stop madi muchkondu,1
ದೇಶಕ್ಕೆ ಅದ್ಭುತ ಕೊಡುಗೆ ನೀಡುತ್ತಾ ಇದ್ದೀರ ಧನ್ಯವಾದಗಳು ಅಮರ್ ಅವರೆ,0
"Sulibe ki ninna oorina Green belt na tegsu...soolibele oorina akka pakka nannaa hunuman dwajaa🎉aarau...
Bogale bashana na modi ge heli implement mado Tukai...",0
"ಮೊದಲ ಸರಿಯಾಗಿ ಇತಿಹಾಸ ತೆಗೆದುಕೊಳ್ಳಿ ಮೊದಲ ಜಾಗತಿಕ ಯುದ್ಧ ನಡೆದಿದ್ದು ಅಥವಾ ಜಾಗತಿಕ ಸಮರ ಜರಗಿದ್ದು 1914 ರಿಂದ 1918 ವರೆಗೆ .
          ತದನಂತರ 1919 ರಲ್ಲಿ ಈ ಯುದ್ಧ ನಾಂದಿ ಹಾಡಲು ವರ್ಸೆಲ್ಸ್ ಒಪ್ಪಂದ ಏರ್ಪಟ್ಟಿತ್ತು. ಇದು ಸಹ ವಿಫಲ ಹೊಂದಿದಾಗ 1920 ರಲ್ಲಿ ರಾಷ್ಟ್ರಗಳ ಸಂಘ ಸ್ಥಾಪಿಸಲಾಗಿತ್ತು. ಈ ಸಂಘದ ಅಪಾರದರ್ಶಕತೆ ಕಂಡುಬಂದಿದ್ದರಿಂದ ಇದು ಸಹ ಅಸಫಲ ಗೊಂಡಿತ್ತು.
             ಮತ್ತೆ ವಿಶ್ವದಲ್ಲಿ ಎರಡನೆಯ ಜಾಗತಿಕ ಸಮರ1939 ರಿಂದ 1945 ವರೆಗೆ ನಡೆದಿತ್ತು ಇವೆರಡು ಜಗತ್ತಿಕ ಯುದ್ಧಗಳಿಂದ ವಿಶ್ವದಲ್ಲಿ ಅಶಾಂತಿಯ ವಾತಾವರಣ ಸೃಷ್ಟಿಯಾಗಿತ್ತು.
            ಸಮಾಜದಲ್ಲಿ ಶಾಂತಿ ಹಾಗೂ ಸುವ್ಯವಸ್ಥೆ ಕಾಪಾಡಲು1945 ರಲ್ಲಿ ವಿಶ್ವಸಂಸ್ಥೆಯು ಜನ್ಮತಾಳಿತು.",0
ಸರ್ ನಮಸ್ತೆ ನಾವು ಜಾತಿ ಬೇಡ ಅಂತ ಹೇಳಿ ಬಿಟ್ರೂನೂ ಸಹ ಸರ್ಕಾರ ಜಾತಿನೇ ಬಿಡೋದಿಲ್ಲ ಸರ್ ಈ ಜಾತಿ ಯಾವಾಗ ನಿರ್ನಾಮ ಆಗುತ್ತೋ ಆಗ ನಮ್ಮ ದೇಶ ಉದ್ಧಾರ ಆಗಲು ಖಂಡಿತ ಆಗುತ್ತದೆ ಸರ್ ನೀವೇ ತಿಳಿಸುವಂತಹ ಎಲ್ಲಾ ಮಾಹಿತಿಗಳು ನಮಗೆ ತುಂಬಾ ಸ್ಪೂರ್ತಿದಾಯಕವಾಗಿರುತ್ತದೆ ನಿಮಗೆ ಧನ್ಯವಾದಗಳು ಸರ್,0
ಗಾಂಡು ನೀನೂ,1
"🙏Sir 
ನಮ್ಮ ದೇಶದ (ರಾಜ್ಯದ ) ದೊಡ್ಡ ಸಮಸ್ಯೆ ಬಗ್ಗೆ ಇಷ್ಟು ವಿವರಣೆ ನೀಡಿದಕ್ಕೆ, ನಿಮ್ಮ ಈ ವಿಡಿಯೋದಿಂದ ಪ್ರಜ್ಞಾವಂತ ಜನಗಳು ಈ ದರಿದ್ರ ವ್ಯವಸ್ಥೆ ವಿರುದ್ಧ ದ್ವನಿ ಎತ್ತಲಿ.
ಈ ದರಿದ್ರ ವ್ಯವಸ್ಥೆ ಇಷ್ಟು ದೊಡ್ಡ ಮಟ್ಟಕ್ಕೆ ಬೆಳೆಯಲು ನಮ್ಮಯವರಲ್ಲೇ ಇರುವ  ಅಂದ ಭಕ್ತಿ ಮತ್ತು ಸಾಮಾಜಿಕ ನ್ಯಾಯಾಕಾಗಿ ಸಂಘಟನೆ ಇಲ್ಲದಿರುವುದು.
ಕಚಡಾ ರಾಜಕಾರಣಿಗಳಿಂದ ಹಾಗೂ so called ಕೆಲ ಸಂಘಟನೆಗಳಿಂದ ಈ ವ್ಯವಸ್ಥೆ ಇಷ್ಟು ದೊಡ್ಡ ಮಟ್ಟದಲ್ಲಿ ಬೆಳೆಯೋದಕ್ಕೆ ಕಾರಣ.",1
"ಇಲ್ಲಿ ಧಾರ್ಮಿಕ ಮುಖಂಡನಿಗೆ ಸರಿಯಾಗಿ ಮಾತಾಡೋಕೆ ಬರ್ತಿಲ್ಲ ,ಇನ್ನು ಇವನು ಅವರ ಧರ್ಮದವರಿಗೆ ಹೇಗೆ ಒಳ್ಳೆ ಮಾರ್ಗದರ್ಶನ ಕೊಡ್ತಾನೆ🤦‍♀️...",0
Yes niv heliddu nija jai bheem,0
Sulemaga anchor is komuvadi,1
🙏🙏🙏🙏🙏 ಅಭಿನಂದನೆಗಳು ಸಾರ್,0
ವರದಿ ಬಹಳ ಚನ್ನಾಗಿದೆ..ಆದರೆ ಈ ವಿಷಯಕ್ಕೆ ಆರೆಸ್ಸೆಸ್ ಸಂಘಟನೆಯನ್ನ ಟ್ಯಾಗ್ ಮಾಡಿದ್ದೂ ಕೂಡಾ ರಾಜಕೀಯ ಹಿತಾಸಕ್ತಿ ಅನ್ನಸ್ತಿದೆ..ಸಂಪೂರ್ಣ ವರದಿ ಬಹಳ ಚನ್ನಾಗಿದೆ‌..ಥ್ಯಾಂಕ್ಯೂ,0
Jai shree raam 🚩🚩,0
ಕಾಂಗ್ರೆಸ್ ಯಾವಾಗಿದ್ರು ಭಯೋತ್ಪದಕರ ಪರ,1
News channel nive Ella halu madodu e samajana,0
Soli ಬೇಳೆಯವರೆ illlyatanka  ಒಬ್ಬ ಬ್ರಸ್ತನಿಗೆ ಶಿಕ್ಷೆ ಅಡದಿದ್ದರೆ ಹೇಲಿ  ವಾಡ್ vivad nadeyuttadekonege bail  namma ಕಣ್ಣವರೆಸುಳೆ adu ನಡೆಯುವುದು  ವಕೀಲರ ಹೊಟ್ಟೆ ತುಂಬಲು ಅಷ್ಟೇ,1
"Manuspurthi sutu akithiru,ariuaru imported from Iran irak.brahsmsnaru Aryans drsvidaru navu adhivasigalu navu originally Indians",0
ತೋರ್ಸತ್ತಾರೆ ತಡ್ಕೂ ಭವ್ಯ,0
"ಸಮವಸ್ತ್ರ ಪದದ ಅರ್ಥ ಗೂತ್ತಿಲ್ಲಾ ತುರ್ಕರಿಗೇ....🤣😂😁
ಹಿಂದೂಸ್ಥಾನವನ್ನೂ ಪಾಕಿಸ್ತಾನ ಮಾಡುವ ಮೂದಲೂ ತುರ್ಕರನ್ನೂ ಹಿಂದೂಸ್ಥಾನದಿಂದಾ ಓಡಿಸಬೇಕು ಅಂದಾಗ ಮಾತ್ರ ದೇಶ ಉಳಿಯಲೂಸಾದ್ಯಾ.......
ಜೈ ಹಿಂದ್ ಜೈ ಶ್ರೀರಾಮ್🚩🕉️📿📿🕉️🚩🚩🕉️📿📿📿🚩",1
ಹೇಳುವುದನ್ನು. ನೇರವಾಗಿ  ಹೇಳು ಕಚಡಾ ನನ್ ಮಗನೆ .,1
 @Agsgxhk  yatnala sahebar  chappli Kelgin Dhool sama illa iavan,1
ಜೈ ಶ್ರೀರಾಮ್ ❤ ಜೈ ಹಿಂದೂ ರಾಷ್ಟ್ರ ❤,0
Next ..Congess ge buddi kalisthini,1
ಜಾತಿ ವ್ಯವಸ್ಥೆಯಲ್ಲಿನ ನೋವುಗಳ ಬಗ್ಗೆ ಕೆಳ ಜಾತಿಯವ ಮಾತಾನಾಡುವುದಕಿಂತ ಮೇಲ್ ಜಾತಿಯವ ಅರಿವು ಮೂಡಿಸಬೇಕು ಸರ್...... ಸರ್  ಆದ್ರೆ ಜಾತಿ ಪದ್ದತಿಯನ್ನ ಬದಲಾಯಿಸಲು ಯಾರೊಬ್ಬರಿಗೂ ರೈಟ್ಸ್ ಇಲ್ವಾ.....?,0
Beharichna ritiya gatane hindugalu ottagi chennagi odetuva karykrama nadeyabeku.,1
ಬಿಜೆಪಿಗರ  ಮೀಟರ್ ಎಲ್ಲರಿಗೂ ಗೊತ್ತು ಕೋರ್ಟ್ ಗೆ ಹೋಗಿ ಸ್ಟೇ ತರೋದು 😅😅😅😅,1
ಈ ದೇಶ ನಿನ್ನ ಅಪ್ಪನಧಲ್ಲ ಸೂಳಿ,0
Thika muchi hogo,1
Sir  nimma  maathugalu  super   jaathi padhathy   hoogalla,0
Super super 👍 sir very good,0
Haudu Eliyaa annu 😂😂😂,0
Manasmruthina antha granthana ban madbeku.... Yaru odbardu,1
ಜಾತಿ ಮೂರ್ಖ ರ ಒಂದು ಸ್ವಾರ್ಥ.,0
Muslim ge huttidu ninu,0
Barthiya Savidana Baredavru Hagey Heludilla Edu NimmaVakhya E Deshada Mahapurash Anntha Kanunu Odhidavrigey Gotthu Ennu Daliathru Matthu Muslimara Nadovey Samjavannu Odibedi Barathda Dalitharu Egha Sampurna Vidhyvanthru Hagu Vimarshakaru Avaru Mula Bharthiyary Edhu Manavrikey Madikolli Edhkella Jai Bhim Aspada Kodudilla Annyada Virudha Horadodey Modhla Guri .,0
Ay yatnal nenagege  dam edra chamaraja nagar bandu nellu,0
mutton shop abdullla 😂,1
Jaya sikkide🎉🎉🎉🎉🎉,0
"B r p, ಭೀಮ ರಾಮ್ ಪಕ್ಷ",0
Hentha maathu saar  ❤,0
Congress  hindhugalge. Artha Aghuwa. Samayakke yella. Mugidu hogothy,1
"Jothege nim Amman hu karkondu hogo , sariyagi Maadi kalstahre",1
"Budda,  basavanna ellaruu jaati paddati nirmulane gaagi horaadidru ,😮😮😮😮aadre munde bowdda  ,lingaayata  jaathi galuu huttikondavuu 😂😂😂😂 heege ennu mundeyu edu hechhagutte horathu kadime aagalla 😮😮😮😮😮nam deshaa yaava kaaranakku badalaagalla 😮😮😮😮😮 edu vaastava sathya 😮😮😮😮😮😮😮",0
Nina kelasla hellu Hindu nijaj bevrashi murkca  jagalabed,1
E bachala baayi na mla heng maadidro.. 🤦🏻‍♂️ public alli enu maathadbeku gothilla.. adakke e boli maganige minister kodtha illa..,1
Super 👌👌.duschatagalinda mukthi hondi uttama nadavalike galinda mathu shikshanadinda navu uddara aagthivi.,0
Beedhi nayi ...VIJAYPURA..dalli yenu improve maadiddane .adu helu first,1
MULLA GALA BULLA ALLADSO BITTI BERE YENU BARTADAY NAYI GALA,1
ಸಮಾನ ಮನಸ್ಕರು ಅಂತರ್ಜಾತಿ ವಿವಾಹ ಆಗಬೇಕು,0
😂😂😂😂😂😂ಶಕುನಿ ಗೆ ಹುಟ್ಟಿದ rss... Muslim ಹೆಸರು ಹೇಳುಕೊಂಡು ಮೋದಿ ಅನ್ನುವ ಒಬ್ಬ ಅವಿದ್ಯಾವಂತ ಪ್ರಧಾನಿ 😂😂😂😂😂😂201 ಲಕ್ಷ ಕೋಟಿ ಸಾಲ ದೇಶದ ಮೇಲೆ ಶಕುನಿ ಗೆ ಹುಟ್ಟಿರೋರು ಯಿಂದ,1
E bosadi makkalanna Pakistan ge kalasi if you all are true indians,1
India alli casteism ero vargu nan india number one agalu sadya villa 💯😧😧,0
ಕಾಂಗ್ರೆಸ್ ಬರೆದಿರೊದು ಅಷ್ಟೇ ಅಂತ ಅಂಬೇಡ್ಕರ್ ನ ಚುನಾವಣೆಯಲ್ಲಿ ಸೋಲಿಸಿದ ಕಾಂಗ್ರೆಸ್ ಮಾಡಿರೊ ಕಿತಾಪತಿ....,1
ಜೈ ಶ್ರೀ ರಾಮ್ 🕉️🕉️🕉️🚩🚩🚩🔥🔥🔥,0
"ಯಾವುದೇ ಧರ್ಮದಲ್ಲೇ ಆದರೂ ಅದರ ಆಚರಣೆ,
ಆ ಪರಮಾತ್ಮನ ಸಾಕ್ಷಾತ್ಕಾರಕ್ಕೇ ಹೊರತೂ,ಯಾವುದೇ ರೀತಿಯ ದ್ವೇಷ,ಅಸೂಯೆ,ಹಿಂಸೆ ಅಥವಾ ಗಲಭೆಗಳಿಗಲ್ಲಾ.
        ವಾಸ್ತವ ಪರಮ ಸತ್ಯವಾದ ಅಂಶ ವೆಂದರೆ ""ದೇವರೊಬ್ಬ ನಾಮ ಹಲವು ,ಸಬ್ ಕಾ ಮಾಲಿಕ್ ಏಕ್ ಹೈ,"". ಆದರೇ, ಸಾರ್ವಜನಿಕವಾಗಿ ವಿದ್ಯಾ ಸಂಸ್ಥೆ ಗಳಲ್ಲಿ ಈ ಎಲ್ಲರೂ ಒಂದೇ ಎಂಬ ಭಾವನೆ ಬರಲಿ ಎಂಬ ಉದ್ದೇಶಕ್ಕೆ ಎಂದೂ ಯಾರೂ ಧಕ್ಕೆಯಾಗದಂತೆ  
ನಡೆಯದೇ ವರ್ತಿಸಬೇಕು",0
Edu media avarinda estond halagiruvadu,0
"ಪ್ರತಾಪ್ ರವರೆ ಯುದ್ದ್ ಇಸವಿ ಗೊತ್ತಿಲ್ಲ ನಿನಗೆ, 🤭ಅಂಬೇಡ್ಕರ್ ಬಗ್ಗೆ ಮಾತಾಡೋ ಯೋಗ್ಯತೆ ಇಲ್ಲ ನಿನಗೆ, ನೀನು ಒಬ್ಬ ರಾಜಕಾರಣಿ 😂😂.",1
"ಗುಜರಾತ್ ಹಂದಿ ನರೇಂದ್ರ ಮೋದಿ ಕರ್ನಾಟಕ ರಾಜ್ಯಕ್ಕೆ ಸರಿಯಾಗಿ ಅನುದಾನ ಕೊಟ್ಟಿಲ್ಲ ಈ ಗುಜರಾತ್ ಹಂದಿ ಗುಲಾಮ ಕರ್ನಾಟಕ ದ್ರೋಹಿ ಸೂಲಿಬೆಲೆ ಚಕ್ರವರ್ತಿ ಧಿಕ್ಕಾರ ನಿನಗೆ 
ಶಿವಾನಂದ ಮಾಳಣ್ಣವರ ಬೆಳಗಾವಿ ನಗರ",1
ಜೈ ಭೀಮ ಹೇಳಲು ನೀನು ನಾಲಾಯಕ. ದಲಿತರ ಬಗ್ಗೆ ಮಾತ ನಾಡುವಾಗ ನಾಲಿಗೆ ಮೇಲೆ ಹಿಡಿತವಿರಲಿ.,1
"Ye pratapa Ghandhi baghe mathnadva yogyatye ningilla
Yakandre ghandi yannu kondava ninn guru ne",1
ಎಲ್ಲಿಂದ ಬಂದ್ರೂ ಇವರೆಲ್ಲಾ ನಾವು ಹುಟ್ಟಿ ಬೆಳದಿದ್ದು ಬಾರತ,0
ಮುಸ್ಲಿಂ ಅಂದ್ರೆ ತಾಲಿಬಾನ್ ಅವರಿಗೆ ಎಲ್ಲಿ ಗೊತ್ತು ಸಂವಿಧಾನ,1
Ella hindugalu seri bjp ge support maadidre ulkotare illandre hinge agatte,0
Shllenamkal  Government,1
ಭಾರತ ಏನು ನಿಮ್ಮಪ್ಪಂದು ಅಲ್ಲ,0
evn huchh nan en no nim appan tale bevarsi,1
Manasige novagide family members Bagge judge yochane maadbekittu😂,0
"ನಮ್ಮ ಕರ್ನಾಟಕದ ಯೋಗಿ ಆದಿತ್ಯನಾಥ್ .

ನಮ್ಮ  ಯತ್ನಾಳರು ❤👍👍💪💪💪🙏🙏🙏🚩🔥🚩🔥🚩🔥🚩🔥🚩🔥🚩🔥🚩🔥🚩🔥",0
Neeve sari❤💪🚩🚩🚩,0
Hindugalu siddharamaya antha ketta vekthina poshane madodu thappu hindugalige dhroha maduva siddharamaya nige hindugalu virodha madabeku,1
Enguru Muslims irode 23% india dalli  enadtare hindu galu thrgibide engatte anno yochne nu illde matte matte jagala thegittiddare,1
Yalli nin mukli li nugga beka ok ok inta uneducated chotiya galanna support mado nimmanta hijada sulemakllige dodda salute,1
ಜೈ ಶ್ರೀ ರಾಮ್,0
Seerpakdu ninu sooli bele,1
nathannu keli sir Ella andre navu tale  tettu heluvudu onade Tumba taleketre nanu alla navu hehuvudu onde nim !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! /////////////////,1
Uchaffa sulemaga,1
ವಾದಿ ಪ್ರತಿವಾದಿ ಬೇಕು ಇಲ್ಲ ಅಂದ್ರೆ ತೀರ್ಪು ಕೊಡಕ್ಕಾಗಲ್ಲ,0
 @K_CHAKRAVARTHY_B.R   ನೀನು ಯಾವ ‌ದೇಶ,0
ಇದು ಕಜಡ ತೀರ್ಪು,1
"ನಿಮ್  ಬಿಜೆಪಿ ಅಲ್ಲಿ ಎಸ್ಟ್ ಜನ SC,ST ನಾಯಕರು ಇದ್ದರೆ ಅದ್ದನ್ನು ಮೊದಲು ಹೇಳು ಹಿಂದೂ ಇಲಿ😂😂😂",1
Narendra Modi ji 🚩🦁 zindabad,0
"ಜಾತಿ ವ್ಯವಸ್ಥೆ ಎಲ್ಲಿವರೆಗೂ ಭಾರತದಲ್ಲಿ ಇರುತ್ತೋ ಅಲ್ಲಿಯವರೆಗೂ ಭಾರತ ಉದ್ಧಾರ ಆಗುವುದಿಲ್ಲ,  ನಮ್ಮ ಊರಿನಲ್ಲಿ ನಮ್ಮನ್ನು ದೇವಸ್ಥಾನಕ್ಕೆ ಬಿಡುವುದಿಲ್ಲ ನಾವು ದಲಿತರು ಎಂಬ ಕಾರಣಕ್ಕೆ  ಇದು ಇವಾಗ್ಲೂ ಜೀವಂತವಾಗಿದೆ ಇಂಥ ವ್ಯವಸ್ಥೆ ಮೊದಲು ತೊಲಗಬೇಕು",0
"Rss ಮೂಲ ದವರೇ  ಜಾತಿ ಹುಟ್ಟುಹಾಕಿ ಬೆಳೆಸಿದ್ದು, ಈಗ್ಲೂ ಅವರೇ ಚಾಲ್ತಿ ಯಲ್ಲಿ ಇರುವ ಹಾಗೇ  ಯಲ್ಲಾ ಸರ್ಕಾರದಲ್ಲೂ  ಕೈಹಾಕಿ  ಪೊಸಿಸುತ್ತಿದ್ದಾರೆ.",1
​ @rajeshgowda8668 ninagididre ennu nalku Mane galige benki edu antideno,1
Bhadagi sule maha kumvadi,1
"Ivana bhashana  na right annovaru neevu indians alla, namma desh ada kanu nanna arithavaralla komuvadigalu",1
Hindu galu vaggataga beku ella andre enu madak agall jathi anno beda bhav bida beku jai shree ram 🚩,0
Sir jati India jati adoration s.c e Janaranu devaru jivana kodalila navu baduki erabaradu eindia dalliance yaru manuscript edare eeli sir edu namma karma,0
Nemantaa vaktigalu savira laxha hutbeku sar jati hodd odso key,0
Gandhijiyavarannu kondaddu yaru? 😡😡,0
ಮೊದಲು ನಮ್ಮ ಹಿಂದೂಗಳು ಜಾತಿ ಮತ್ತು ಪಕ್ಷ ಬೆದ ಮರೆತು ನಾವೆಲ್ಲ ಹಿಂದೂಗಳು ಎಂದು ಮೊದಲು ಅರ್ಥ ಮಾಡಿಕೊಳ್ಳಬೇಕು ಮತ್ತು ಈ ಕಾಂಗ್ರೆಸ್ ಸರ್ಕಾರ ಹಾವು ಇದಂಗೆ ಇದಕ್ಕೆ ಹಾಲು ಕೊಟ್ಟರು ಅದು ವಿಷ ಕಕ್ಕತ್ತದೆ ಹದೇತರ ಈ ಕಾಂಗ್ರೆಸ್ ಕೂಡ. ಇನ್ನು ಮುಂದೆ ಯಾದರು ಮತ ಚಲಾಯಿಸುವ ಮೊದಲು ಯೋಚಿಸಿ. ಕಾಂಗ್ರೆಸ್ ಪಕ್ಷ ಹಿಂದೂ ವಿರೋಧಿ ಪಕ್ಷ ಅಂತ. ಇನ್ನು ಏನೇ ಆದರೂ ಕನಸಿನಲ್ಲೂ ಈ ಕಾಂಗ್ರೆಸ್ ಅನ್ನುವ sabara ತುರುಕರ ಪಕ್ಷಕ್ಕೆ ಮತ ಹಾಕಬಾರದು please 🙏,1
Kj Halli dj Halli Hubli li police station ige kallu ogdavrige idu anvaya agudila Alva Anna kevala hindugalig maatra anvaya Alva anna,1
Nimage prati dina Muslims du nekklilla Andre tindiddu jeerna agalla Alva?,1
😂😂😂😂😂😂ಚಕ್ರವರ್ತಿ ಯವರೇ ಇನ್ನು ಮುಟಳ ಹಿಂದೂ ಗಳು ಇದ್ದಾರೆ,1
ಅಲ್ಲಾಹು ಅಕ್ಬರ್. ವಕಫ್ ಆಸ್ತಿಯನ್ನು ನಿಮ್ಮಿಂದ ಏನೂ ಮಾಡಕ್ಕಾಗಲ್ಲ. ವೋಟಿಗಾಗಿ ನಿಮ್ಮ ನಾಟಕ. ಹಿಂದೂ ಮುಸ್ಲಿಂ ಒಂದಾಗಿ ನಿಮ್ಮ ನಾಟಕವನ್ನು ನಿಲ್ಲಿಸ್ತಾರೆ.,0
"ಈ ಮೂರ್ಖ ಇನ್ಯಾವುದೋ ದಾರಿ ತಪ್ಪಿಸಲಿಕ್ಕೆ ಈ ಬೊಗಳೆ ಬಿಟ್ಟಿದ್ದಾನೆ 
ವರ್ಣಾಶ್ರಮ ಸೃಷ್ಟಿಕರ್ತರು ಈ ಆರ್ಯ ವೈದಿಕರು",1
ನಾವೆಲ್ಲರೂ ನಿಮ್ಮ ಬೆಂಗಲಕ್ಕೆ ನಿಂತ್ಯವಿ ಅಣ್ಣ,0
Heng pung lee,0
Arun  ravare  all are equal   ellarannu  endhe  rithi  nodi ondhe  rithi nodi,0
lo maha jnyani itihasa wanna reconstruction madbedu boli magne sansad nagi development mado komuwadi galabe beda,1
